date,temperature,humidity,luminosity
2019-12-11 14:43:22.416,21.4,35.0,185
2019-12-11 14:43:24.693,21.4,35.0,185
2019-12-11 14:43:26.970,21.4,35.0,185
2019-12-11 14:43:29.247,21.4,35.0,184
2019-12-11 14:43:31.525,21.4,35.0,185
2019-12-11 14:43:33.800,21.4,34.9,185
2019-12-11 14:43:36.078,21.4,34.9,185
2019-12-11 14:43:38.355,21.4,34.9,185
2019-12-11 14:43:40.633,21.4,34.9,184
2019-12-11 14:43:42.910,21.4,34.9,185
2019-12-11 14:43:45.187,21.4,34.9,185
2019-12-11 14:43:47.465,21.4,34.9,185
2019-12-11 14:43:49.742,21.4,34.9,186
2019-12-11 14:43:52.018,21.4,34.8,185
2019-12-11 14:43:54.295,21.4,34.8,186
2019-12-11 14:43:56.572,21.4,34.8,185
2019-12-11 14:43:58.850,21.4,34.8,185
2019-12-11 14:44:01.126,21.4,34.7,185
2019-12-11 14:44:03.404,21.4,34.7,185
2019-12-11 14:44:05.681,21.4,34.7,185
2019-12-11 14:44:07.958,21.4,34.7,185
2019-12-11 14:44:10.235,21.4,34.6,185
2019-12-11 14:44:12.513,21.4,34.6,184
2019-12-11 14:44:14.790,21.4,34.6,185
2019-12-11 14:44:17.066,21.4,34.5,185
2019-12-11 14:44:19.343,21.4,34.5,185
2019-12-11 14:44:21.621,21.4,34.5,185
2019-12-11 14:44:23.898,21.4,34.5,185
2019-12-11 14:44:26.176,21.4,34.5,185
2019-12-11 14:44:28.449,21.4,34.5,185
2019-12-11 14:44:30.726,21.4,34.5,185
2019-12-11 14:44:33.002,21.4,34.5,185
2019-12-11 14:44:35.281,21.4,34.5,185
2019-12-11 14:44:37.557,21.4,34.5,185
2019-12-11 14:44:39.835,21.4,34.5,186
2019-12-11 14:44:42.112,21.4,34.6,185
2019-12-11 14:44:44.389,21.4,34.6,186
2019-12-11 14:44:46.666,21.4,34.7,185
2019-12-11 14:44:48.944,21.4,34.7,185
2019-12-11 14:44:51.220,21.4,34.7,185
2019-12-11 14:44:53.497,21.4,34.7,185
2019-12-11 14:44:55.775,21.4,34.7,185
2019-12-11 14:44:58.052,21.4,34.7,185
2019-12-11 14:45:00.329,21.4,34.7,185
2019-12-11 14:45:02.606,21.4,34.7,185
2019-12-11 14:45:04.883,21.4,34.7,185
2019-12-11 14:45:07.161,21.4,34.7,185
2019-12-11 14:45:09.439,21.4,34.6,185
2019-12-11 14:45:11.715,21.4,34.7,186
2019-12-11 14:45:13.993,21.4,34.6,185
2019-12-11 14:45:16.270,21.4,34.6,185
2019-12-11 14:45:18.546,21.4,34.6,185
2019-12-11 14:45:20.824,21.4,34.6,185
2019-12-11 14:45:23.102,21.4,34.6,183
2019-12-11 14:45:25.379,21.4,34.5,184
2019-12-11 14:45:27.652,21.4,34.5,184
2019-12-11 14:45:29.929,21.4,34.5,184
2019-12-11 14:45:32.206,21.4,34.5,184
2019-12-11 14:45:34.483,21.4,34.5,184
2019-12-11 14:45:36.760,21.4,34.5,184
2019-12-11 14:45:39.037,21.4,34.5,184
2019-12-11 14:45:41.314,21.4,34.5,184
2019-12-11 14:45:43.591,21.4,34.5,183
2019-12-11 14:45:45.869,21.4,34.5,183
2019-12-11 14:45:48.146,21.4,34.5,183
2019-12-11 14:45:50.423,21.4,34.5,184
2019-12-11 14:45:52.700,21.4,34.6,184
2019-12-11 14:45:54.977,21.4,34.6,184
2019-12-11 14:45:57.255,21.4,34.7,184
2019-12-11 14:45:59.531,21.4,34.7,184
2019-12-11 14:46:01.809,21.4,34.7,184
2019-12-11 14:46:04.086,21.4,34.7,184
2019-12-11 14:46:06.363,21.4,34.7,184
2019-12-11 14:46:08.640,21.4,34.7,184
2019-12-11 14:46:10.918,21.4,34.8,184
2019-12-11 14:46:13.196,21.4,34.8,184
2019-12-11 14:46:15.472,21.4,34.8,183
2019-12-11 14:46:17.748,21.4,34.9,184
2019-12-11 14:46:20.027,21.4,34.9,184
2019-12-11 14:46:22.304,21.4,34.9,184
2019-12-11 14:46:24.577,21.4,34.9,184
2019-12-11 14:46:26.854,21.4,35.0,184
2019-12-11 14:46:29.131,21.4,35.0,183
2019-12-11 14:46:31.408,21.4,35.0,184
2019-12-11 14:46:33.685,21.4,35.0,184
2019-12-11 14:46:35.963,21.4,35.0,184
2019-12-11 14:46:38.241,21.4,35.0,184
2019-12-11 14:46:40.517,21.4,35.0,183
2019-12-11 14:46:42.795,21.4,35.0,184
2019-12-11 14:46:45.072,21.4,34.9,184
2019-12-11 14:46:47.349,21.4,34.9,183
2019-12-11 14:46:49.626,21.4,34.9,184
2019-12-11 14:46:51.902,21.4,34.9,183
2019-12-11 14:46:54.180,21.4,34.9,184
2019-12-11 14:46:56.458,21.4,34.9,184
2019-12-11 14:46:58.734,21.4,34.9,184
2019-12-11 14:47:01.012,21.4,34.8,184
2019-12-11 14:47:03.289,21.4,34.8,184
2019-12-11 14:47:05.565,21.4,34.8,183
2019-12-11 14:47:07.844,21.4,34.7,184
2019-12-11 14:47:10.121,21.4,34.7,184
2019-12-11 14:47:12.397,21.4,34.7,184
2019-12-11 14:47:14.676,21.4,34.6,184
2019-12-11 14:47:16.953,21.4,34.6,184
2019-12-11 14:47:19.229,21.4,34.6,184
2019-12-11 14:47:21.506,21.4,34.7,184
2019-12-11 14:47:23.784,21.4,34.6,185
2019-12-11 14:47:26.061,21.4,34.6,184
2019-12-11 14:47:28.338,21.4,34.6,184
2019-12-11 14:47:30.614,21.4,34.6,184
2019-12-11 14:47:32.893,21.4,34.6,184
2019-12-11 14:47:35.170,21.4,34.7,184
2019-12-11 14:47:37.447,21.4,34.7,184
2019-12-11 14:47:39.724,21.4,34.7,184
